nombre_negocio,categoria,estado,ciudad,telefono,email,sitio_web,rating,review_count
Panelia Panadería,Panadería,Nuevo León,Monterrey,81 1356 1160,,http://facebook.com/PaneliaPanaderia,4.9,168
Panier,Panadería,Nuevo León,Monterrey,81 1159 6581,,http://panier.com.mx,4.6,194
Panificadora La Estrella Roja,Panadería,Nuevo León,Monterrey,81 8375 5775,,http://www.laestrellaroja.com.mx/contacto.html,4.3,1656
Panificadora México,Panadería,Nuevo León,Monterrey,,,,4.5,102
Super Pan Las Américas,Panadería,Nuevo León,Monterrey,81 8379 2816,,,4.5,258
Kesos y Kosas,Queso/Quesería,Nuevo León,Monterrey,81 8343 2965,,http://www.kesosykosas.com,4.3,714
La Casa del Queso,Queso/Quesería,Nuevo León,Monterrey,81 8342 2873,,,4.3,365
La Queseria de Ozuluama,Queso/Quesería,Nuevo León,Monterrey,81 2719 0354,,,4.3,1738
La estrella quesería,Queso/Quesería,Nuevo León,Monterrey,81 1340 3945,,,4.7,19
Productos Lácteos de Jiménez S.R.L. (Queso San Pedro),Queso/Quesería,Nuevo León,Monterrey,81 8344 7686,,http://quesosanpedro.com,4.6,38
QUESOS DE VERACRUZ ‘’ QUESERÍA ZAMORA’’,Queso/Quesería,Nuevo León,Monterrey,81 1166 6636,,,4.3,208
Queseria la Bendicion de Dios quesos de chiapas 100% doblé crema y longaniza,Queso/Quesería,Nuevo León,Monterrey,81 3237 6971,,,,0
Quesería De mí sin ti,Queso/Quesería,Nuevo León,Monterrey,,,,5,9
Quesos Del Rancho,Queso/Quesería,Nuevo León,Monterrey,833 302 5801,,,4,1
Quesos Golden Monterrey,Queso/Quesería,Nuevo León,Monterrey,81 1256 1067,,https://www.facebook.com/Quesosgoldenmty,2,1
Quesos La Hacienda Antigua CEDIS Monterrey,Queso/Quesería,Nuevo León,Monterrey,81 1409 2380,,http://www.quesoslahacienda.com,4.9,20
Quesos Las Fuentes,Queso/Quesería,Nuevo León,Monterrey,,,,5,8
Quiero Queso de Ozuluama Veracruz,Queso/Quesería,Nuevo León,Monterrey,785 101 1781,,,5,11
Anacahuita Ecotienda Monterrey,Yogurt,Nuevo León,Monterrey,81 1356 7687,,https://anacahuita.org,4.7,87
"Coco & Cielo ""Nieve y Atole de Coco y Cacao""",Yogurt,Nuevo León,Monterrey,81 3484 4164,,https://www.cocoycielo.com,4.6,16
"Cravings Lab “Nieves de Yogurt, Elotes, nieve estilo Jalisco, snack, fresas con crema",Yogurt,Nuevo León,Monterrey,81 1537 4043,,,4.8,30
Frutal Yogurt Interplaza,Yogurt,Nuevo León,Monterrey,,,,4.4,66
Frutal Yogurt Patio Lincon,Yogurt,Nuevo León,Monterrey,,,,3.1,23
GRANJITA NATURAL,Yogurt,Nuevo León,Monterrey,81 8868 5306,,https://www.facebook.com/granjita.natural,4.9,10
Gelow Contry Helados de yogurt y raspados,Yogurt,Nuevo León,Monterrey,81 2152 6716,,http://www.gelow.mx,4.6,324
Mercado Del Chorro,Yogurt,Nuevo León,Monterrey,,,https://www.facebook.com/mercadodelchorro,4.7,837
Muy Argentino Suc Centro de Mty,Yogurt,Nuevo León,Monterrey,81 8340 0000,,,4.7,507
Nutrisa,Yogurt,Nuevo León,Monterrey,81 8348 9058,,http://www.nutrisa.com,4.4,237
OH MY YOG!,Yogurt,Nuevo León,Monterrey,81 8021 8768,,https://www.instagram.com/ohmyyogmx,4.7,146
Trigo Limpio - Plaza Real,Yogurt,Nuevo León,Monterrey,81 8123 3644,,,4.4,200
Trigo Limpio Centro,Yogurt,Nuevo León,Monterrey,81 8344 9242,,https://trigolimpiocentro.shop,4.5,1546
YOGUFRUT,Yogurt,Nuevo León,Monterrey,,,,2.5,44
Yogufrut Interplaza,Yogurt,Nuevo León,Monterrey,81 2385 9279,,https://yfyogufrut.com/nosotros,3.6,26
Yörg Frozen Yogurt,Yogurt,Nuevo León,Monterrey,81 1231 4467,,,4.4,42
ugurt San Jerónimo (Colinas),Yogurt,Nuevo León,Monterrey,81 1100 8000,,https://ugurt.com.mx/contacto,4.6,182
Nutrisa Plazas Outlet Monterrey,Yogurt,Nuevo León,Nuevo León,55 5424 6600,,http://www.nutrisa.com,4.3,254
Panadería Del Carmen,Panadería,Nuevo León,Nuevo león,,,,5,1
"Sigma Alimentos, Lacteos SA de CV",Lácteos,Nuevo León,Sabinas Hidalgo,824 242 3211,,https://www.sigma-alimentos.com,4.4,88
Pollos Cadereyta,Leche,Nuevo León,San José,,,,4.8,21
SUPER CARNES GAONA,Carnicería,Nuevo León,San Nicolas,81 8377 7544,,,4.7,37
Abarrotes Y Carniceria Jimenez,Carnicería,Nuevo León,San Nicolás De Los Garza,,,,,
Abarrotes Y Carniceria San Jorge,Carnicería,Nuevo León,San Nicolás De Los Garza,,,,,
Carniceria,Carnicería,Nuevo León,San Nicolás De Los Garza,,,,,
Carniceria Abarrotes,Carnicería,Nuevo León,San Nicolás De Los Garza,8116369625,,,,
Carniceria Aracely,Carnicería,Nuevo León,San Nicolás De Los Garza,,,,,
Carniceria Arriaga,Carnicería,Nuevo León,San Nicolás De Los Garza,,,,,
Carniceria Bravo,Carnicería,Nuevo León,San Nicolás De Los Garza,,,,,
Carniceria Cantu De San Nicolas,Carnicería,Nuevo León,San Nicolás De Los Garza,,,,,
Carniceria Carlos,Carnicería,Nuevo León,San Nicolás De Los Garza,,contabilidad.carniceria120@gmail.com,,,
Distribuidora Lore,Leche,Nuevo León,San Nicolás De Los Garza,,,,,
El Castaño,Panadería,Nuevo León,San Nicolás De Los Garza,,panaderiaolivotc@gimail.com,,,
Panaderia,Panadería,Nuevo León,San Nicolás De Los Garza,,,,,
Panaderia Artesanal,Panadería,Nuevo León,San Nicolás De Los Garza,8115356477,,,,
Panaderia Berlin,Panadería,Nuevo León,San Nicolás De Los Garza,,,,,
Panaderia Chihuahua,Panadería,Nuevo León,San Nicolás De Los Garza,,,,,
Panaderia Chontalpa,Panadería,Nuevo León,San Nicolás De Los Garza,8183300054,oscar.cadenas@hotmail.com,,,
Panaderia El Castaño,Panadería,Nuevo León,San Nicolás De Los Garza,,,,,
Abastecedora de Carnes San Gabriel central de abastos,Carnicería,Nuevo León,San Nicolás de los Garza,81 1100 1001,,https://www.sangabriel.mx,4.6,356
CARNES EL NORTEÑO,Carnicería,Nuevo León,San Nicolás de los Garza,81 8376 1382,,http://carneselnorteno.com.mx/nosotros.php,4.5,400
CARNES FINAS SAN JUAN ANAHUAC,Carnicería,Nuevo León,San Nicolás de los Garza,81 8376 6569,,,4.7,1877
CARNES MELÉNDEZ,Carnicería,Nuevo León,San Nicolás de los Garza,81 1957 1155,,https://carnesmelendez.com,4.4,728
Carnes Finas Unión,Carnicería,Nuevo León,San Nicolás de los Garza,81 8394 0706,,,4.6,55
Carnes Ramos,Carnicería,Nuevo León,San Nicolás de los Garza,81 8761 4358,,http://www.carnesramos.com.mx,4.7,2934
Carnes ramos,Carnicería,Nuevo León,San Nicolás de los Garza,81 8353 8512,,https://carnesramos.com.mx/ubicaciones,4.6,999
Carniceria Acuario,Carnicería,Nuevo León,San Nicolás de los Garza,,,,4.4,5
Carniceria La Union,Carnicería,Nuevo León,San Nicolás de los Garza,81 1759 3020,,,4.4,32
Carnicería Madrigal,Carnicería,Nuevo León,San Nicolás de los Garza,81 8327 2722,,,4.6,90
Carnicería San Juan,Carnicería,Nuevo León,San Nicolás de los Garza,,,,4.7,45
Carnicería las Ángeles,Carnicería,Nuevo León,San Nicolás de los Garza,81 8321 6962,,,4.4,43
"Carnicería y abarrotes ""Don Jorge""",Carnicería,Nuevo León,San Nicolás de los Garza,81 4271 9329,,,5,2
GM Super Carnes San Nicolás,Carnicería,Nuevo León,San Nicolás de los Garza,81 8313 1011,,https://www.gmsupercarnes.com,4.5,648
La García Carnes,Carnicería,Nuevo León,San Nicolás de los Garza,81 8383 7003,,,4.8,62
Ofertón Cantú Rómulo Garza,Carnicería,Nuevo León,San Nicolás de los Garza,81 3245 6798,,https://www.facebook.com/OfertonCantuRomulo,4.3,167
SAN ÁNGEL MEAT MARKET TALAVERNA,Carnicería,Nuevo León,San Nicolás de los Garza,81 1957 0555,,,4.6,85
Super Carnes Sepulveda,Carnicería,Nuevo León,San Nicolás de los Garza,81 8379 2283,,,4.4,41
SÚPER CARNES GARZA,Carnicería,Nuevo León,San Nicolás de los Garza,81 8321 7759,,,4.8,9
ALCON SUPERMARKET,Leche,Nuevo León,San Nicolás de los Garza,81 4737 3232,,https://alconsupermarket.com,4.6,183
Alcca Distribuciones,Leche,Nuevo León,San Nicolás de los Garza,81 2870 0486,,http://alcca.mx,4.7,31
Bachoco Super Tienda - Monterrey,Leche,Nuevo León,San Nicolás de los Garza,81 8352 7670,,https://bachoco.com.mx,4.3,157
D.M. Mexicana Sa De Cv,Leche,Nuevo León,San Nicolás de los Garza,800 839 2100,,http://d-mmexicana.com.mx,4.4,13
"Formulas San Nicolás ""Las Puentes""",Leche,Nuevo León,San Nicolás de los Garza,81 8024 4883,,,4,5
"Forrajera y abarrotes""Cadely""",Leche,Nuevo León,San Nicolás de los Garza,81 4691 4223,,,4.6,35
H-E-B San Nicolás,Leche,Nuevo León,San Nicolás de los Garza,81 8153 1265,,https://www.heb.com.mx,4.4,6256
MR CONGELADOS,Leche,Nuevo León,San Nicolás de los Garza,,,,4.5,13
Mercado de Abastos,Leche,Nuevo León,San Nicolás de los Garza,81 1572 2354,,,4.4,1257
Paletería La Cremosa,Leche,Nuevo León,San Nicolás de los Garza,,,,4.4,7
Papas Selectas Río Fuerte,Leche,Nuevo León,San Nicolás de los Garza,81 8135 9600,,http://www.riofuerte.com.mx/page8.html,5,1
"Cedicarnes Foods, S.A. De C.V.",Lácteos,Nuevo León,San Nicolás de los Garza,,,https://www.cedicarnes.com.mx,4.8,55
Corporación Santa Fe Sa De Cv,Lácteos,Nuevo León,San Nicolás de los Garza,800 836 5300,,http://corporacionsantafe.com.mx,5,2
Garcia Alimentos mercado abastos estrella,Lácteos,Nuevo León,San Nicolás de los Garza,81 8030 9162,,http://www.garcialimentos.com,4.6,24
Guidxilayú - Comercializadora de Productos Oaxaqueños,Lácteos,Nuevo León,San Nicolás de los Garza,81 1497 5096,,,4.9,17
Lácteos Ordoñez,Lácteos,Nuevo León,San Nicolás de los Garza,81 8376 3042,,,4.6,36
Mercado de Abastos Estrella,Lácteos,Nuevo León,San Nicolás de los Garza,81 8351 1533,,https://abastosestrella.mx,4.4,3575
Productos Lácteos Carricitos,Lácteos,Nuevo León,San Nicolás de los Garza,81 8252 0261,,,4.6,25
Qualtia Planta Monterrey,Lácteos,Nuevo León,San Nicolás de los Garza,81 8030 3000,,https://qualtia.com.mx,4.5,427
Queso Excélsior Monterrey,Lácteos,Nuevo León,San Nicolás de los Garza,81 1243 1414,,https://fb.me/QuesoExcelsiorMty,5,1
Sigma Alimentos San Nicolas,Lácteos,Nuevo León,San Nicolás de los Garza,81 8748 9200,,,4.4,77
Búnker 729 Repostería - Suc. La Fe (Matriz),Panadería,Nuevo León,San Nicolás de los Garza,81 3428 9075,,http://biolibre.mx/pasteleriabunker729,4.6,44
Coconos Bakery Suc. San Nicolás,Panadería,Nuevo León,San Nicolás de los Garza,,,,4.7,11
LA IDEAL PANADERÍA,Panadería,Nuevo León,San Nicolás de los Garza,81 8350 6418,,,4.6,272
La Chontalpa,Panadería,Nuevo León,San Nicolás de los Garza,81 8330 0054,,,4.6,938
La Panadería 601,Panadería,Nuevo León,San Nicolás de los Garza,81 2680 3581,,https://www.facebook.com/sam.ureta.almaguer?mibextid=ZbWKwL,4.9,67
La Postrería 77 | Paseo La Fe,Panadería,Nuevo León,San Nicolás de los Garza,81 2474 4950,,http://www.lapostreria77.com,4.5,49
La mundial,Panadería,Nuevo León,San Nicolás de los Garza,81 8332 3350,,,4.7,908
Mi Lulu pasteleria suc la fe,Panadería,Nuevo León,San Nicolás de los Garza,81 2470 5260,,,4.6,31
PANADERÍA LA GRANGE,Panadería,Nuevo León,San Nicolás de los Garza,81 8334 3412,,,4.7,285
PANIFICADORA GARZA,Panadería,Nuevo León,San Nicolás de los Garza,81 8057 8636,,,4.7,326
Pan Gabriel Anáhuac,Panadería,Nuevo León,San Nicolás de los Garza,81 8332 1437,,http://www.pangabriel.com,4.4,380
"Panadería ""Hornely"" - San Nicolás",Panadería,Nuevo León,San Nicolás de los Garza,81 2317 1175,,http://hornely.com,4.7,1278
Panadería Artesanal,Panadería,Nuevo León,San Nicolás de los Garza,81 1535 6477,,,4.2,13
Panadería EL ROBLE,Panadería,Nuevo León,San Nicolás de los Garza,81 8383 7159,,,4.7,160
Panadería El Castaño Plaza Galias,Panadería,Nuevo León,San Nicolás de los Garza,81 4050 9553,,,4.6,565
Panadería Merci,Panadería,Nuevo León,San Nicolás de los Garza,,,,4.6,147
Panadería México,Panadería,Nuevo León,San Nicolás de los Garza,,,,4.8,144
Panadería Olímpica,Panadería,Nuevo León,San Nicolás de los Garza,81 8330 8909,,,4.7,1208
Panadería Sofi,Panadería,Nuevo León,San Nicolás de los Garza,81 2365 8602,,https://www.instagram.com/panaderiasoffi,4.6,145
Panadería los Ángeles,Panadería,Nuevo León,San Nicolás de los Garza,81 2086 0376,,,4.5,292
Panadería y Pastelería Gama,Panadería,Nuevo León,San Nicolás de los Garza,81 8320 3020,,,4.4,444
La Queseria.Xo,Queso/Quesería,Nuevo León,San Nicolás de los Garza,81 1024 2323,,,5,2
La Señor del Queso,Queso/Quesería,Nuevo León,San Nicolás de los Garza,81 1690 5937,,,4.8,16
Los De Queso,Queso/Quesería,Nuevo León,San Nicolás de los Garza,,,,,0
Quesos Chihuas,Queso/Quesería,Nuevo León,San Nicolás de los Garza,625 125 9171,,https://quesos-chihuas.ueniweb.com/?utm_campaign=gmb,,0
Quesos De Veracruz,Queso/Quesería,Nuevo León,San Nicolás de los Garza,,,,4.2,41
Quesos Kuira-Ba,Queso/Quesería,Nuevo León,San Nicolás de los Garza,81 3253 0360,,,5,29
Quesos y ofertas del primito sa de cv,Queso/Quesería,Nuevo León,San Nicolás de los Garza,81 9688 8128,,,4.3,98
Quesos y productos de Veracruz,Queso/Quesería,Nuevo León,San Nicolás de los Garza,81 8334 5822,,,4.5,13
BioMaussan La Fé Apodaca,Yogurt,Nuevo León,San Nicolás de los Garza,81 8052 2398,,,4.6,16
Frutal Yogurt Las Puentes,Yogurt,Nuevo León,San Nicolás de los Garza,,,https://www.frutalyogurt.com,4.4,1040
Frutal Yogurt República,Yogurt,Nuevo León,San Nicolás de los Garza,81 1968 0075,,,4.2,448
Frutal Yogurt Soriana Diego Diaz,Yogurt,Nuevo León,San Nicolás de los Garza,81 8057 7825,,http://frutalyogurt.com,3.3,12
Helados Betty,Yogurt,Nuevo León,San Nicolás de los Garza,,,,4.7,274
La Jugueria San Nicolás,Yogurt,Nuevo León,San Nicolás de los Garza,81 2473 9474,,,4.9,42
La Michoacana Anáhuac,Yogurt,Nuevo León,San Nicolás de los Garza,,,,4.7,164
Paseo La Fe,Yogurt,Nuevo León,San Nicolás de los Garza,81 1238 5639,,http://www.paseolafe.com,4.7,43860
YF Yogufrut,Yogurt,Nuevo León,San Nicolás de los Garza,,,,2.7,12
Yepamo,Yogurt,Nuevo León,San Nicolás de los Garza,,,http://www.facebook.com/yepamoyogurt,4.5,527
Yoggy's Suc. Plaza Las Galias,Yogurt,Nuevo León,San Nicolás de los Garza,81 8777 0819,,,4.7,17
Yogufrut,Yogurt,Nuevo León,San Nicolás de los Garza,,,https://yfyogufrut.com/sucursales,2.7,36
Yogur G!,Yogurt,Nuevo León,San Nicolás de los Garza,81 2874 8727,,https://www.facebook.com/YogurG-Nieves-de-Yogurt-y-M%C3%A1s-107402565300721,4.9,13
dVanilatte,Yogurt,Nuevo León,San Nicolás de los Garza,81 8352 1068,,http://www.dvanilatte.com,4.7,159
BreAd Panaderos Artesanales,Panadería,Nuevo León,San Pedro Garza García,,,http://www.breadpanaderos.com,4.7,2220
Bread Armida,Panadería,Nuevo León,San Pedro Garza García,,,http://www.breadpanaderos.com,4.6,920
Cremería W - Tradición Wallander,Queso/Quesería,Nuevo León,San Pedro Garza García,81 8303 5546,,http://cremeriaw.mx,5,5
Quesos Chiapas,Queso/Quesería,Nuevo León,San Pedro Garza García,81 3253 1512,,https://www.quesoschiapas.com,4.5,12
Quesos Wallander,Queso/Quesería,Nuevo León,San Pedro Garza García,81 8303 0960,,https://es-la.facebook.com/QuesosWallander,4.7,114
ugurt Calzada del Valle,Yogurt,Nuevo León,San Pedro Garza García,81 1359 4179,,http://www.ugurt.com.mx,4.7,46
ugurt Gómez Morín,Yogurt,Nuevo León,San Pedro Garza García,81 1936 2063,,https://www.facebook.com/ugurthealth,4.7,503
Dulces de Leche Santa Rosa,Leche,Nuevo León,Santa Rosa,,,,5,5
ugurt Carretera Nacional (misiones),Yogurt,Nuevo León,Santiago,81 1359 9944,,,4.7,203
"La Cabañita, Quesos y más Sucursal Monte Alto",Queso/Quesería,Tamaulipas,Altamira,833 537 0554,,https://www.facebook.com/La-Caba%C3%B1ita-Quesos-y-m%C3%A1s-108552931373585/?ref=pages_you_manage,5,1
La Tradicional Carnicería (Tampico - Madero),Carnicería,Tamaulipas,Ciudad Madero,833 529 2920,,https://www.facebook.com/profile.php?id=100086274108228,3.7,29
Pan Rico Pan,Panadería,Tamaulipas,Ciudad Madero,833 210 2317,,,4.7,884
Panadería El Itacate,Panadería,Tamaulipas,Ciudad Madero,833 216 2030,,,4.5,2507
Fábrica de Quesos,Queso/Quesería,Tamaulipas,Ciudad Madero,833 128 9003,,,4.7,21
"La Cabañita, Quesos y más",Queso/Quesería,Tamaulipas,Ciudad Madero,833 491 4548,,https://www.facebook.com/Quesos-La-caba%C3%B1ita-108552931373585,4.7,31
QUESOS ARTESANALES MNY,Queso/Quesería,Tamaulipas,Ciudad Madero,785 103 3447,,,,0
Quesos El Girasol 2,Queso/Quesería,Tamaulipas,Ciudad Madero,833 126 2439,,,4.5,45
H-E-B Tampico Madero,Yogurt,Tamaulipas,Ciudad Madero,833 216 2707,,https://www.heb.com.mx,4.4,4158
Taiyakiland,Yogurt,Tamaulipas,Ciudad Madero,,,https://www.facebook.com/profile.php?id=61553876717304&mibextid=LQQJ4d,3.7,3
Yoguice!,Yogurt,Tamaulipas,Ciudad Madero,,,,4.7,6
Yogurth Ultra,Yogurt,Tamaulipas,Ciudad Madero,833 243 2015,,,4.6,5
Quesos D'Froylan,Queso/Quesería,Tamaulipas,Ciudad Mante,831 232 1266,,,4.6,19
Abarrotes Y Carniceria Edson,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Abarrotes Y Carniceria Villa Fuerte,Carnicería,Tamaulipas,Ciudad Victoria,8342526977,,,,
Bodega De El Super Y Carniceria El Pollo,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Carne Mart,Carnicería,Tamaulipas,Ciudad Victoria,834 316 9240,,https://carnemart.com,4.4,151
Carnes Finas Monterrey,Carnicería,Tamaulipas,Ciudad Victoria,,,,4.5,24
Carnes Rodríguez,Carnicería,Tamaulipas,Ciudad Victoria,834 133 8821,,,4.8,8
Carnes Victoria,Carnicería,Tamaulipas,Ciudad Victoria,834 314 0707,,,4.6,78
Carniceria,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Carniceria 29 Carrera,Carnicería,Tamaulipas,Ciudad Victoria,8343168517,,,,
Carniceria Alianza,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Carniceria Beef Mata Comidas Express,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Carniceria Bj,Carnicería,Tamaulipas,Ciudad Victoria,8342465251,,,,
Carniceria Bonanza,Carnicería,Tamaulipas,Ciudad Victoria,8341840146,,,,
Carniceria Brangus,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Carniceria Carnes San Carlos,Carnicería,Tamaulipas,Ciudad Victoria,8341300795,,,,
Carniceria Carnivoro,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Carniceria Casas Blancas,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Carniceria Chepe,Carnicería,Tamaulipas,Ciudad Victoria,,,,,
Carniceria Sevilla,Carnicería,Tamaulipas,Ciudad Victoria,,,,4.9,14
Carnicería El Mezquite,Carnicería,Tamaulipas,Ciudad Victoria,834 454 3452,,,4.9,19
Carnicería Estadio Número 2,Carnicería,Tamaulipas,Ciudad Victoria,834 316 6815,,,4.8,43
Carnicería los cuates,Carnicería,Tamaulipas,Ciudad Victoria,834 316 3119,,,4.6,18
Carnicería y Taquería el 15,Carnicería,Tamaulipas,Ciudad Victoria,834 316 9017,,,4.7,7
Carnicería y taquería: El amigo,Carnicería,Tamaulipas,Ciudad Victoria,834 166 2738,,http://fb.com/cytaqueriaelamigo,4.6,134
Cortes Finos del Valle,Carnicería,Tamaulipas,Ciudad Victoria,,,,5,6
De la Cruz Carnicería,Carnicería,Tamaulipas,Ciudad Victoria,834 141 5582,,,5,15
El Ganado Carniceria,Carnicería,Tamaulipas,Ciudad Victoria,,,,4.6,14
La Tradicional Carniceria Sucursal Tamatan,Carnicería,Tamaulipas,Ciudad Victoria,834 175 2095,,,4.5,23
La Tradicional Carnicería,Carnicería,Tamaulipas,Ciudad Victoria,834 353 9758,,,4.4,186
La Tradicional Carnicería Sucursal Carrera,Carnicería,Tamaulipas,Ciudad Victoria,834 155 2663,,,4.3,109
Pollos y Lácteos la Paloma,Carnicería,Tamaulipas,Ciudad Victoria,834 134 0024,,http://www.lapaloma.com.mx,4,47
Su Carne de Victoria,Carnicería,Tamaulipas,Ciudad Victoria,834 313 5244,,,4.7,23
SuKarne,Carnicería,Tamaulipas,Ciudad Victoria,834 134 0524,,http://sukarne.com,4.7,30
"Alimentos y Forrajes ""El Granero""",Leche,Tamaulipas,Ciudad Victoria,,,https://www.facebook.com/Alimentos-y-forrajes-El-Granero-100221654771303,4.8,16
Carne Mart Ciudad Victoria,Leche,Tamaulipas,Ciudad Victoria,834 134 1067,,https://carnemart.com,4.6,74
"Central Forrajera ""Victoria""",Leche,Tamaulipas,Ciudad Victoria,834 111 6663,,,4.6,16
Distribuidora CERSA,Leche,Tamaulipas,Ciudad Victoria,834 106 3295,,https://www.facebook.com/profile.php?id=100089807760563,4.6,5
Distribuidora Cersa,Leche,Tamaulipas,Ciudad Victoria,,,,5,1
Distribuidora de Víveres,Leche,Tamaulipas,Ciudad Victoria,834 318 2800,,http://ibarramayoreo.com,4.2,19
Dulceria Navarro,Leche,Tamaulipas,Ciudad Victoria,,,,4.5,24
Forrajera Tamaulipas,Leche,Tamaulipas,Ciudad Victoria,834 316 7904,,,4.3,111
"Fruteria ""La Esperanza""",Leche,Tamaulipas,Ciudad Victoria,834 454 4721,,,4.6,213
Suministros y servicios Forrajera El Cuerudo,Leche,Tamaulipas,Ciudad Victoria,834 112 8303,,,4.7,11
Campos yogures y más.,Lácteos,Tamaulipas,Ciudad Victoria,834 312 0900,,,4.7,222
CeDis Lala - Ciudad Victoria,Lácteos,Tamaulipas,Ciudad Victoria,,,https://www.lala.com.mx,4.3,93
FakeFood,Lácteos,Tamaulipas,Ciudad Victoria,834 118 6897,,https://www.instagram.com/fakefoodmx,,0
Grupo Gamesa,Lácteos,Tamaulipas,Ciudad Victoria,834 314 7475,,,5,17
Machelina,Lácteos,Tamaulipas,Ciudad Victoria,834 270 1880,,https://machelina.ueniweb.com/?utm_campaign=gmb,5,1
Quesos La Boronita,Lácteos,Tamaulipas,Ciudad Victoria,834 122 4269,,,4.7,23
Quesos y Cremas,Lácteos,Tamaulipas,Ciudad Victoria,834 139 8478,,https://quesos-y-cremas.ueniweb.com/?utm_campaign=gmb,,0
Sigma,Lácteos,Tamaulipas,Ciudad Victoria,834 135 0007,,https://www.sigma-alimentos.com,4.2,14
Abarrotes Panaderia Y Papeleria Campos,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Alquimia Panaderia Artesanal,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Alquimia Panadería,Panadería,Tamaulipas,Ciudad Victoria,834 269 9903,,https://www.instagram.com/alquimia.panaderia?igsh=MTJoamZhcnhxcjI3Ng==,5,42
Borona,Panadería,Tamaulipas,Ciudad Victoria,834 268 4220,,https://www.instagram.com/borona.panaderia?igsh=MWFpNnllOXI3eWdibw==,4.6,45
Borona Panaderia Artesanal,Panadería,Tamaulipas,Ciudad Victoria,,,,,
La Farina Victoria,Panadería,Tamaulipas,Ciudad Victoria,,,https://instagram.com/lafarinavictoria?igshid=MzRlODBiNWFlZA==,4.9,14
Los Feliz / Casa Panadera,Panadería,Tamaulipas,Ciudad Victoria,834 257 3684,,https://www.instagram.com/losfelizcasapanadera?igsh=MTd1cnA2YjNhbjU0OQ==&utm_source=qr,3.7,56
Los Feliz Taller Panadero,Panadería,Tamaulipas,Ciudad Victoria,834 257 3684,,https://instagram.com/losfelizcasapanadera?igshid=OGQ5ZDc2ODk2ZA==,4.2,26
Masa Madre Victoria,Panadería,Tamaulipas,Ciudad Victoria,81 3138 1889,,,5,42
"Pan integral ""Garibay""",Panadería,Tamaulipas,Ciudad Victoria,834 122 6635,,,4.8,22
Panaderia,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Panaderia Ab,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Panaderia Anny,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Panaderia Barrio Del Bosque,Panadería,Tamaulipas,Ciudad Victoria,8341539494,,,,
Panaderia Blanquita,Panadería,Tamaulipas,Ciudad Victoria,8341569830,,,,
Panaderia Carlota,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Panaderia Domi,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Panaderia Don Loncho,Panadería,Tamaulipas,Ciudad Victoria,8341838231,,,,
Panaderia Donas Land,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Panaderia El Cañon,Panadería,Tamaulipas,Ciudad Victoria,8343008677,,,,
Panaderia El Gallito,Panadería,Tamaulipas,Ciudad Victoria,,,,,
Panaderia La Esperanza,Panadería,Tamaulipas,Ciudad Victoria,,,https://www.facebook.com/people/Panader%C3%ADa-La-Esperanza/100063696936366,4.6,44
Panaderia Rossy,Panadería,Tamaulipas,Ciudad Victoria,,,,4.7,101
Panaderia Tradicional Zaragoza,Panadería,Tamaulipas,Ciudad Victoria,,,,4.8,36
Panadería 3 Princesas,Panadería,Tamaulipas,Ciudad Victoria,834 313 6907,,https://www.facebook.com/Panaderia-3-Princesas-104480381384186,4.6,190
Panadería Don Loncho,Panadería,Tamaulipas,Ciudad Victoria,,,,4.6,87
Panadería Fuentes,Panadería,Tamaulipas,Ciudad Victoria,834 316 4663,,https://www.panaderiafuentes.com,4.6,361
Panadería La Esmeralda,Panadería,Tamaulipas,Ciudad Victoria,,,https://panaderia-la-esmeralda.ueniweb.com/?utm_campaign=gmb,4.3,3
Panadería LaMexicana,Panadería,Tamaulipas,Ciudad Victoria,834 166 2522,,http://www.facebook.com/Plamexicana,4.9,41
Panadería Quilantán,Panadería,Tamaulipas,Ciudad Victoria,,,,4.7,54
Panadería Villegas,Panadería,Tamaulipas,Ciudad Victoria,834 312 6666,,,4.6,392
Panadería sifuentes,Panadería,Tamaulipas,Ciudad Victoria,834 429 0959,,https://www.instagram.com/panaderiasifuentes?igsh=ZTAyeTE2aTg1em5s&utm_source=qr,,0
Panificadora y Pastelería Islas de México,Panadería,Tamaulipas,Ciudad Victoria,834 272 4118,,,4.8,19
"Pastelería ""Don Mostachón"" Suc. Arce",Panadería,Tamaulipas,Ciudad Victoria,834 110 0138,,http://www.facebook.com/donmostachonmx,4.4,555
Quesos El Abuelo,Queso/Quesería,Tamaulipas,Ciudad Victoria,834 301 6329,,,4,8
